41268,,,ALT,,LAT DIST,LONG DIST,DIST
49752,20.1117286013,4.9333333333,74,,-71.5015999996,293.0800016159,301.6759290194
49767,19.4514566438,4.5333333333,68,,-94.6311999997,275.9995439114,291.7718496577
49782,19.7458279949,4.5333333333,68,,-106.8632000004,276.2376589212,296.1874199229
49797,18.1327803007,4.6,69,,-97.4111999998,253.94988765,271.9917045111
49812,16.5226149985,4.6,69,,-99.0792000003,227.1730476187,247.8392249768
49827,15.5900744018,4.2,63,,-107.5303999995,207.6621235154,233.8511160268
49842,15.2050174607,3.8666666667,58,,-81.8432000004,212.8849823479,228.0752619106
49857,14.8638541647,4.2,63,,-53.1536000001,216.5291688175,222.9578124708
49872,14.7136888956,4.0666666667,61,,7.0056000005,220.5941199922,220.7053334346
49887,15.8493806217,3.8,57,,35.4727999997,235.0794021834,237.7407093258
49902,14.9802327803,4.0666666667,61,,35.9176000002,221.8143034033,224.7034917042
49917,15.2205157483,4,60,,32.1367999995,226.0346179368,228.3077362247
49932,17.1231000887,3.8,57,,17.1248000002,256.2749821395,256.8465013304
49947,16.8004920986,4.1333333333,62,,-8.4512,251.8656338975,252.0073814792
49962,17.143333606,4.3333333333,65,,-21.3503999998,256.2621412211,257.1500040898
49977,18.4411226055,4.5333333333,68,,-9.2296000004,276.4628187445,276.6168390831
49992,19.8974063117,5,75,,17.6808000004,297.9369301478,298.4610946749
50007,19.0615205936,5.6,84,,22.9071999998,285.0037067118,285.9228089035
50022,18.7668548694,6,90,,5.8936000001,281.4411214791,281.5028230416
50037,18.3124126057,6.2666666667,94,,-11.0087999999,274.4654965504,274.6861890851
50052,16.7863840918,6.0666666667,91,,-5.004,251.7460335968,251.7957613776
50067,17.7132294127,6.2,93,,11.6759999998,265.4417688971,265.6984411908
50082,18.1439296155,5.9333333333,89,,6.7832000003,272.0743999788,272.1589442331
50097,17.7945135637,5.9333333333,89,,9.1183999999,266.7619073252,266.9177034562
50112,17.9148744183,5.4,81,,37.5855999999,266.0816338895,268.7231162752
50127,17.0377931139,4.9333333333,74,,50.0400000001,250.6201051252,255.5668967081
50142,17.9373080248,4.7333333333,71,,56.2672000002,263.1103979683,269.0596203723
50157,18.6766854147,4.0666666667,61,,47.1487999995,276.1542516903,280.1502812207
50172,17.7545441117,3.8,57,,42.9232000007,262.8363790268,266.3181616755
50187,18.3597927153,3.5333333333,53,,67.9431999999,266.8841864878,275.3968907295
50202,19.0003989376,3.6666666667,55,,104.7503999994,265.0580401575,285.0059840638
50217,20.6184102347,3.5333333333,53,,127.2128000004,281.901831588,309.2761535208
50232,20.7811400849,3.6666666667,55,,136.776,280.1069028973,311.717101274
50247,21.4477108891,4.1333333333,62,,157.5703999996,280.4862511418,321.7156633358
50262,22.2412244636,4.2666666667,64,,155.1240000003,295.3603890044,333.6183669538
50277,22.7379447576,4.8,72,,146.3392000003,308.07956472,341.0691713638
50292,24.5284195446,5,75,,159.4607999996,331.5750450035,367.9262931697
50307,26.5795224607,5.6666666667,85,,171.6928000003,359.8299051389,398.6928369111
50322,25.8343837755,5.8666666667,88,,154.3455999998,355.4516808214,387.515756632
50337,24.4998655553,6,90,,125.8783999998,345.2671373947,367.4979833295
50352,24.1525888895,5.8666666667,88,,86.8472000004,351.7254079768,362.2888333421
50367,22.3859439137,6.1333333333,92,,83.8448000001,325.1529003676,335.789158706
50382,20.4720761683,5.9333333333,89,,76.0608,297.5123237744,307.0811425247
50397,20.0654000508,5.8666666667,88,,60.3816,294.8620443556,300.9810007627
50412,20.8261897049,5.6,84,,66.2752000002,305.2816532813,312.3928455731
50427,21.4644972699,5.3333333333,80,,69.7223999994,314.3275864839,321.967459049
50442,20.4507459381,4.7333333333,71,,52.4864000002,302.2376629998,306.7611890715
50457,21.6152814297,4.8,72,,38.1416000001,321.9779594763,324.2292214454
50472,22.7456527918,4.1333333333,62,,74.0592000003,333.049991899,341.1847918777
50487,23.5832470846,3.8666666667,58,,117.0935999999,333.8071839047,353.7487062695
50502,22.9845012954,3.7333333333,56,,117.0935999999,324.2741606933,344.7675194306
50517,22.5832446841,3.2666666667,49,,95.6319999995,324.9695096157,338.7486702612
50532,22.1859753485,3.2,48,,58.7136000003,327.5693074168,332.7896302269
50547,21.9587675514,3.4,51,,53.1536000001,325.0644183721,329.3815132708
50562,21.9872650377,3.8,57,,49.3728000002,326.0924515888,329.8089755648
50577,22.3183609356,4,60,,64.6071999996,328.4820962394,334.775414034
50592,23.7609090901,4.4,66,,81.9544000001,346.8633109713,356.4136363516
50607,23.8359789047,4.9333333333,74,,101.8591999996,342.7233997025,357.5396835712
50622,25.1489648716,5.2666666667,79,,148.7856000005,346.6535632419,377.2344730745
50637,26.1305961942,5.9333333333,89,,133.9959999999,368.3434333783,391.9589429123
50652,27.8327466474,6.2666666667,94,,165.6880000004,383.2054129213,417.4911997112
50667,29.0109999331,6.3333333333,95,,209.1671999997,381.5988191755,435.1649989967
50682,30.6917113172,6.2,93,,217.5072,405.7540822386,460.375669758
50697,30.7694919816,6.1333333333,92,,196.6015999998,417.5753574615,461.5423797243
50712,30.073177438,5.7333333333,86,,146.4504,426.6630762251,451.0976615701
50727,29.3379823558,5.3333333333,80,,100.0800000002,428.5386395173,440.0697353367
50742,27.9141380473,5,75,,109.3095999998,404.1920453274,418.7120707098
50757,27.1003509952,4.4,66,,121.8752000004,387.8053197659,406.5052649276
50772,25.9230192768,4.4666666667,67,,102.6376,375.0549052631,388.845289152
50787,25.9763195237,4.2666666667,64,,89.7383999994,379.1702574899,389.6447928555
50802,26.5748984829,3.9333333333,59,,115.7592000001,381.4452571799,398.6234772435
50817,26.9362061522,4.1333333333,62,,85.4016000001,394.9144048263,404.0430922833
50832,26.5164295323,4.2666666667,64,,94.8535999999,386.2706660805,397.746442985
50847,27.2116666588,4.2666666667,64,,151.4544,379.036139767,408.1749998822
50862,27.5634085816,4.4666666667,67,,190.3743999997,367.0142009072,413.4511287236
51362,12.1988283834,-33.162,-16581,,-453.1399999992,6082.55847667,6099.4141916835
