time,ground_speed,alt_speed
170701-23:37:56,0.0167084051993,-0.3048
170701-23:39:56,0.0168724194985,0.1143
170701-23:41:00,0.0320400534817,0.00708749999998
170701-23:41:57,8.2866621027e-07,0.361010526316
170701-23:43:58,0.0168801280494,-0.138545454545
170701-23:45:59,0.0166908905462,-0.0428231404959
170701-23:48:00,0.0169291414292,0.0
170701-23:52:02,0.0169142425974,0.0
170701-23:54:03,0.0170248932429,0.239305785124
170701-23:56:04,0.017062730003,-0.279609917355
170701-23:58:08,0.0173136244858,0.0884903225806
170702-00:00:06,0.0167496126381,0.0852406779661
170702-00:02:07,0.0165642668213,-0.0503801652893
170702-00:06:11,0.0164058630826,-0.028731147541
170702-00:08:12,0.017614051622,0.156178512397
170702-00:10:11,0.0183574361026,-0.133189915966
170702-00:14:13,0.0180290929275,0.049120661157
170702-00:22:17,0.0174854806601,-0.0636049586777
170702-00:28:21,0.0169712439312,0.0628021978022
170702-00:30:22,0.0172435171937,0.156178512397
170702-00:34:24,0.0168959968265,-0.119652892562
170702-00:42:41,0.0171759720916,0.0159452716298
170702-00:44:42,0.0173346743848,0.14106446281
170702-00:46:43,0.0175607242075,-0.199001652893
170702-00:50:45,0.0176086190101,-0.136026446281
170702-00:54:47,0.0173492772931,0.177590082645
170702-00:56:48,0.0175997981305,0.0176330578512
170702-00:58:49,0.0173432171698,-0.115874380165
170702-01:00:50,0.017117630051,-0.0579371900826
170702-01:04:53,0.0170135727761,-0.12292345679
170702-01:06:53,0.0174876358216,0.1397
170702-01:08:54,0.0164286377662,-0.00755702479339
170702-01:10:55,0.0165766027639,0.166254545455
170702-01:12:56,0.0160888712853,-0.100760330579
170702-01:14:57,0.0164713980539,-0.279609917355
170702-01:16:58,0.0151446063643,0.0403041322314
170702-01:18:59,0.01633476429,0.272052892562
170702-01:21:00,0.0158200484989,-0.6096
170702-01:25:02,0.0159210743847,0.164995041322
170702-01:29:04,0.0154903866776,-0.128469421488
170702-01:37:08,0.0145094013608,0.0415636363636
170702-04:57:44,0.0109390306488,-0.00250707876371
170702-04:59:47,0.0160563058181,0.25276097561
170702-05:01:49,0.01659270366,-0.179881967213
170702-05:05:51,0.0164767929753,0.070532231405
170702-05:07:51,0.0161231573532,0.08128
170702-05:12:16,0.0168111602521,0.00805132075471
170702-05:22:43,0.0174204367189,0.0209033492823
170702-05:24:46,0.0170124283835,-0.480741463415
170702-05:29:01,0.0179550419019,0.0860611764706
170702-05:31:02,0.0189672889284,0.173811570248
170702-05:33:07,0.0185080342881,0.0560832
170702-05:40:46,0.0185838488457,-0.0152732026144
170702-05:42:45,0.0186372954585,0.151119327731
170702-05:44:48,0.0182551157526,-0.178419512195
170702-05:47:22,0.0186457893144,0.156358441558
170702-05:51:45,0.0185148838455,0.00347680608366
170702-05:53:44,0.0187709334984,0.0
170702-05:55:49,0.0182647003827,-0.0170688
170702-05:57:48,0.0187988690842,0.0435428571429
170702-06:06:01,0.0180829145519,-0.0185476673428
